iter	Passed	Remaining
1671	14163	2778
1672	14175	2770
1673	14186	2762
1674	14195	2754
1675	14204	2746
1676	14212	2737
1677	14220	2728
1678	14229	2720
1679	14236	2711
1680	14244	2703
1681	14253	2694
1682	14262	2686
1683	14271	2677
1684	14279	2669
1685	14287	2660
1686	14295	2652
1687	14304	2644
1688	14313	2635
1689	14322	2627
1690	14331	2618
1691	14339	2610
1692	14345	2601
1693	14353	2592
1694	14362	2584
1695	14369	2575
1696	14378	2567
1697	14387	2558
1698	14395	2550
1699	14403	2541
1700	14412	2533
1701	14420	2524
1702	14429	2516
1703	14437	2507
1704	14446	2499
1705	14454	2491
1706	14463	2482
1707	14471	2473
1708	14480	2465
1709	14488	2457
1710	14497	2448
1711	14505	2440
1712	14513	2431
1713	14522	2423
1714	14531	2414
1715	14540	2406
1716	14548	2397
1717	14557	2389
1718	14565	2381
1719	14574	2372
1720	14582	2364
1721	14591	2355
1722	14599	2347
1723	14607	2338
1724	14615	2330
1725	14623	2321
1726	14631	2312
1727	14641	2304
1728	14652	2296
1729	14661	2288
1730	14669	2279
1731	14678	2271
1732	14686	2262
1733	14694	2254
1734	14701	2245
1735	14709	2236
1736	14718	2228
1737	14727	2220
1738	14734	2211
1739	14741	2202
1740	14749	2194
1741	14757	2185
1742	14765	2177
1743	14774	2168
1744	14782	2160
1745	14790	2151
1746	14804	2143
1747	14813	2135
1748	14822	2127
1749	14831	2118
1750	14840	2110
1751	14849	2101
1752	14856	2093
1753	14864	2084
1754	14872	2076
1755	14880	2067
1756	14888	2059
1757	14897	2050
1758	14905	2042
1759	14913	2033
1760	14921	2025
1761	14929	2016
1762	14937	2008
1763	14944	1999
1764	14953	1990
1765	14961	1982
1766	14969	1973
1767	14978	1965
1768	14986	1956
1769	14995	1948
1770	15005	1940
1771	15014	1931
1772	15022	1923
1773	15031	1914
1774	15039	1906
1775	15047	1897
1776	15055	1889
1777	15064	1880
1778	15073	1872
1779	15081	1864
1780	15090	1855
1781	15098	1847
1782	15107	1838
1783	15114	1830
1784	15124	1821
1785	15132	1813
1786	15141	1804
1787	15150	1796
1788	15158	1787
1789	15166	1779
1790	15173	1770
1791	15181	1762
1792	15190	1753
1793	15199	1745
1794	15207	1736
1795	15215	1728
1796	15223	1719
1797	15231	1711
1798	15237	1702
1799	15246	1694
1800	15255	1685
1801	15264	1677
1802	15274	1668
1803	15281	1660
1804	15290	1651
1805	15295	1643
1806	15305	1634
1807	15313	1626
1808	15321	1617
1809	15329	1609
1810	15338	1600
1811	15345	1592
1812	15353	1583
1813	15362	1575
1814	15370	1566
1815	15379	1558
1816	15387	1549
1817	15395	1541
1818	15403	1532
1819	15411	1524
1820	15420	1515
1821	15428	1507
1822	15435	1498
1823	15442	1490
1824	15450	1481
1825	15459	1473
1826	15467	1464
1827	15475	1456
1828	15484	1447
1829	15493	1439
1830	15501	1430
1831	15509	1422
1832	15518	1413
1833	15526	1405
1834	15534	1396
1835	15542	1388
1836	15551	1379
1837	15560	1371
1838	15571	1363
1839	15579	1354
1840	15588	1346
1841	15596	1337
1842	15604	1329
1843	15613	1320
1844	15622	1312
1845	15630	1303
1846	15639	1295
1847	15647	1286
1848	15655	1278
1849	15663	1269
1850	15671	1261
1851	15679	1252
1852	15687	1244
1853	15696	1236
1854	15704	1227
1855	15712	1219
1856	15721	1210
1857	15730	1202
1858	15738	1193
1859	15747	1185
1860	15755	1176
1861	15763	1168
1862	15773	1159
1863	15781	1151
1864	15790	1143
1865	15800	1134
1866	15812	1126
1867	15821	1117
1868	15829	1109
1869	15838	1101
1870	15846	1092
1871	15856	1084
1872	15864	1075
1873	15871	1067
1874	15880	1058
1875	15889	1050
1876	15897	1041
1877	15905	1033
1878	15914	1024
1879	15922	1016
1880	15930	1007
1881	15938	999
1882	15946	990
1883	15954	982
1884	15961	973
1885	15969	965
1886	15977	956
1887	15986	948
1888	15994	939
1889	16001	931
1890	16009	922
1891	16016	914
1892	16024	905
1893	16032	897
1894	16039	888
1895	16047	880
1896	16055	871
1897	16064	863
1898	16072	854
1899	16080	846
1900	16087	837
1901	16094	829
1902	16103	820
1903	16110	812
1904	16118	803
1905	16126	795
1906	16134	786
1907	16143	778
1908	16152	769
1909	16159	761
1910	16166	752
1911	16174	744
1912	16182	735
1913	16190	727
1914	16197	718
1915	16205	710
1916	16214	702
1917	16222	693
1918	16230	685
1919	16239	676
1920	16246	668
1921	16254	659
1922	16263	651
1923	16273	642
1924	16283	634
1925	16291	625
1926	16298	617
1927	16306	608
1928	16314	600
1929	16323	592
1930	16331	583
1931	16338	575
1932	16347	566
1933	16355	558
1934	16363	549
1935	16371	541
1936	16379	532
1937	16386	524
1938	16394	515
1939	16403	507
1940	16411	498
1941	16420	490
1942	16428	481
1943	16436	473
1944	16444	465
1945	16453	456
1946	16462	448
1947	16470	439
1948	16478	431
1949	16487	422
1950	16495	414
1951	16503	405
1952	16511	397
1953	16520	388
1954	16527	380
1955	16534	371
1956	16542	363
1957	16551	355
1958	16559	346
1959	16567	338
1960	16575	329
1961	16583	321
1962	16592	312
1963	16599	304
1964	16607	295
1965	16615	287
1966	16623	278
1967	16631	270
1968	16639	261
1969	16646	253
1970	16656	245
1971	16664	236
1972	16672	228
1973	16680	219
1974	16688	211
1975	16696	202
1976	16704	194
1977	16712	185
1978	16721	177
1979	16729	168
1980	16737	160
1981	16747	152
1982	16754	143
1983	16761	135
1984	16769	126
1985	16778	118
1986	16786	109
1987	16794	101
1988	16802	92
1989	16811	84
1990	16819	76
1991	16828	67
1992	16836	59
1993	16845	50
1994	16854	42
1995	16862	33
1996	16870	25
1997	16878	16
1998	16886	8
1999	16894	0
