iter	RMSE
216	7.435914259
217	7.428637408
218	7.422244322
219	7.414957622
220	7.408646581
221	7.40233014
222	7.395643035
223	7.388943837
224	7.381891946
225	7.376044094
226	7.370060743
227	7.363947142
228	7.358060764
229	7.351861545
230	7.346016273
231	7.340657917
232	7.33482868
233	7.329487825
234	7.324563799
235	7.319074787
236	7.313960038
237	7.308818692
238	7.303871796
239	7.298933828
240	7.294276862
241	7.289582668
242	7.284745782
243	7.280145005
244	7.275510236
245	7.271038243
246	7.26580225
247	7.261319282
248	7.256809989
249	7.252549058
250	7.248239114
251	7.244002398
252	7.240065318
253	7.235893851
254	7.231137536
255	7.22671091
256	7.222960547
257	7.218642683
258	7.214784245
259	7.21101868
260	7.20728672
261	7.203825898
262	7.2002336
263	7.196632953
264	7.193277397
265	7.189724518
266	7.186016693
267	7.182774724
268	7.179040087
269	7.175643532
270	7.172470086
271	7.169235443
272	7.165597816
273	7.161676944
274	7.157981689
275	7.154793077
276	7.151579424
277	7.148558953
278	7.14538536
279	7.141869018
280	7.138741018
281	7.135797062
282	7.132863637
283	7.129958807
284	7.126940377
285	7.123640664
286	7.121046333
287	7.117864501
288	7.115422977
289	7.112609828
290	7.109763417
291	7.10685967
292	7.104371011
293	7.101966179
294	7.099320042
295	7.096596929
296	7.093705356
297	7.091454285
298	7.08902923
299	7.086475251
300	7.084132729
301	7.081988048
302	7.079752929
303	7.077091642
304	7.074918762
305	7.072344315
306	7.069665874
307	7.067422623
308	7.065022533
309	7.062683494
310	7.060290151
311	7.058235642
312	7.056161885
313	7.054112848
314	7.051710039
315	7.049117316
316	7.047190802
317	7.045220721
318	7.043077038
319	7.041063118
320	7.038691413
321	7.036570634
322	7.03459812
323	7.032285091
324	7.030544656
325	7.028370511
326	7.02654892
327	7.024685745
328	7.022815136
329	7.021067869
330	7.019176643
331	7.017376702
332	7.015745047
333	7.014075403
334	7.012279576
335	7.010509397
336	7.008819981
337	7.006993867
338	7.005138152
339	7.003594774
340	7.001620917
341	6.999543179
342	6.99809025
343	6.996509136
344	6.994891793
345	6.993309041
346	6.991845068
347	6.990212049
348	6.988651784
349	6.987101
350	6.985360151
351	6.984011742
352	6.982494905
353	6.98048032
354	6.979119199
355	6.977784645
356	6.976406904
357	6.975056476
358	6.973778342
359	6.972433718
360	6.971098527
361	6.969284756
362	6.968240925
363	6.967015462
364	6.965747162
365	6.964355865
366	6.963148545
367	6.961707957
368	6.960332949
369	6.958626296
370	6.957621541
371	6.956359262
372	6.954948488
373	6.953598815
374	6.952499818
375	6.951403018
376	6.950253062
377	6.949149468
378	6.947860028
379	6.946553468
380	6.945409893
381	6.944450784
382	6.943137903
383	6.942038545
384	6.940763241
385	6.939704526
386	6.938694514
387	6.937529003
388	6.936557442
389	6.934938618
390	6.933904106
391	6.932877887
392	6.931971958
393	6.93091581
394	6.929628769
395	6.928599675
396	6.927597877
397	6.926502593
398	6.92553967
399	6.924300745
400	6.923316732
401	6.92233745
402	6.920965279
403	6.920016495
404	6.919137193
405	6.918268003
406	6.917148
407	6.91620161
408	6.915329509
409	6.914432341
410	6.913536689
411	6.912705772
412	6.911725509
413	6.91088945
414	6.910022634
415	6.908934358
416	6.908118273
417	6.907466105
418	6.90670029
419	6.905608151
420	6.904755282
421	6.903960357
422	6.902518941
423	6.901718244
424	6.900784459
425	6.899995455
426	6.89909661
427	6.897605299
428	6.896691845
429	6.895915047
430	6.895033758
431	6.89439266
432	6.893486234
433	6.892774606
434	6.891977789
435	6.890597513
436	6.889947512
437	6.889226396
438	6.888555693
439	6.887723815
440	6.887134893
441	6.886426271
442	6.885796278
443	6.885117648
444	6.88457017
445	6.883903237
446	6.882747962
447	6.882089988
448	6.881444177
449	6.880128571
450	6.879348223
451	6.878641587
452	6.877997201
453	6.877206015
454	6.876511805
455	6.875731629
456	6.875145761
457	6.874517875
458	6.874010913
459	6.873101106
460	6.87250167
461	6.871797577
462	6.87096582
463	6.870324233
464	6.869751978
465	6.869161959
466	6.868536885
467	6.867714224
468	6.86708605
469	6.866038021
470	6.865285869
471	6.864705196
472	6.864103203
473	6.863042187
474	6.862486916
475	6.861791793
476	6.861152376
477	6.860545326
478	6.860034144
479	6.859390861
480	6.858787654
481	6.858332088
482	6.857826991
483	6.857294426
484	6.85662902
485	6.855938915
486	6.855389484
487	6.854753104
488	6.854201374
489	6.85355007
490	6.85283746
491	6.852235641
492	6.851782918
493	6.851290311
494	6.850739357
495	6.850110575
496	6.849289406
497	6.848671527
498	6.848074076
499	6.847716253
500	6.846970298
501	6.846505981
502	6.845991515
503	6.845415345
504	6.844661492
505	6.844157687
506	6.843629062
507	6.842661936
508	6.842081544
509	6.841687177
510	6.841197227
511	6.840747877
512	6.840159096
513	6.839229424
514	6.838616736
515	6.838028872
516	6.837241558
517	6.836847853
518	6.836383423
519	6.836010507
520	6.835543115
521	6.834866008
522	6.833986442
523	6.833582087
524	6.833188882
525	6.832685643
526	6.832323272
527	6.831815794
528	6.831141705
529	6.8307035
530	6.830040917
531	6.829564768
532	6.829013991
533	6.828509576
534	6.828143762
535	6.827681554
536	6.827066808
537	6.826639076
538	6.826018186
539	6.825607182
540	6.825180396
541	6.824805731
542	6.824444456
543	6.823956551
544	6.823137027
545	6.822805005
546	6.822340937
547	6.821757536
548	6.821363704
549	6.820985971
550	6.820602188
551	6.820136231
552	6.819729276
553	6.819249615
554	6.818717998
555	6.818192313
556	6.81783474
557	6.81737487
558	6.817074693
559	6.816753142
560	6.816417328
561	6.816030624
562	6.815687658
563	6.815290026
564	6.814966737
565	6.814529575
566	6.813956577
567	6.813466662
568	6.812872197
569	6.81255077
570	6.812035122
571	6.8117154
572	6.811034983
573	6.810695011
574	6.810205488
575	6.80984549
576	6.809421902
577	6.809085469
578	6.808788217
579	6.808337345
580	6.807948733
581	6.8075549
582	6.807194248
583	6.806842711
584	6.806281346
585	6.805794221
586	6.804799702
587	6.8044599
588	6.803912803
589	6.803441107
590	6.802952056
591	6.802708731
592	6.802114808
593	6.801638184
594	6.80123868
595	6.80084928
596	6.800508151
597	6.800249121
598	6.799922475
599	6.7994464
600	6.799199094
601	6.798653056
602	6.798069636
603	6.79780477
604	6.797292137
605	6.796822371
606	6.79657415
607	6.796041434
608	6.795591749
609	6.795116607
610	6.794694263
611	6.794361065
612	6.793931562
613	6.793539273
614	6.793246532
615	6.792650228
616	6.792147624
617	6.791659459
618	6.791119127
619	6.790706146
620	6.790430977
621	6.790136104
622	6.789773462
623	6.789349125
624	6.788905258
625	6.788530981
626	6.788154788
627	6.787825317
628	6.78759557
629	6.787370788
630	6.786958683
631	6.786476906
632	6.786082274
633	6.78572784
634	6.785410491
635	6.784831005
636	6.784534014
637	6.78383135
638	6.783582064
639	6.783003485
640	6.782744736
641	6.782403678
642	6.782100625
643	6.781849512
644	6.781410268
645	6.781036077
646	6.780779302
647	6.780201607
648	6.779936218
649	6.779613366
650	6.779069549
651	6.778673253
652	6.778144755
653	6.777776137
654	6.777501914
655	6.777189513
656	6.776872783
657	6.776448204
658	6.776040948
659	6.775737002
660	6.775334015
661	6.77509157
662	6.774859712
663	6.774392012
664	6.774104948
665	6.77359052
666	6.773207139
667	6.772124413
668	6.771824141
669	6.771326265
670	6.770977647
671	6.770695073
672	6.770381412
673	6.769736278
674	6.769503875
675	6.769184249
676	6.768974662
677	6.768667063
678	6.768393839
679	6.768140391
680	6.767581833
681	6.767277728
682	6.766815779
683	6.76650725
684	6.766155602
685	6.765823997
686	6.765480928
687	6.765282514
688	6.764860763
689	6.764586274
690	6.764416307
691	6.764147301
692	6.763484144
693	6.763170615
694	6.762849428
695	6.762591888
696	6.762200864
697	6.761997169
698	6.761681531
699	6.761354715
700	6.761057384
701	6.760721177
702	6.760330263
703	6.760086843
704	6.75989701
705	6.759428824
706	6.75849678
707	6.758246095
708	6.757990773
709	6.757759569
710	6.757366941
711	6.757105974
712	6.756826006
713	6.756358061
714	6.755941175
715	6.755606449
716	6.755019894
717	6.75456318
718	6.754216613
719	6.753862675
720	6.753573824
721	6.753322661
722	6.75296774
723	6.752747733
724	6.75239793
725	6.751781795
726	6.751511624
727	6.751122473
728	6.750724386
729	6.750267384
730	6.749934234
731	6.749615832
732	6.74933908
733	6.748905152
734	6.7485924
735	6.748310948
736	6.747889984
737	6.747478323
738	6.747230594
739	6.747166576
740	6.746707084
741	6.74655645
742	6.746433181
743	6.746027286
744	6.745562568
745	6.745279953
746	6.744836837
747	6.744492684
748	6.74406902
749	6.743638065
750	6.743047129
751	6.742793414
752	6.742367761
753	6.742155584
754	6.741688859
755	6.741273121
756	6.741031058
757	6.740685616
758	6.740350475
759	6.739939346
760	6.739619886
761	6.739164433
762	6.738854722
763	6.738574321
764	6.738156514
765	6.737850023
766	6.737522699
767	6.737057665
768	6.736750728
769	6.736377529
770	6.736096546
771	6.735731256
772	6.735476065
773	6.7352001
774	6.734865529
775	6.734613803
776	6.734303093
777	6.733883784
778	6.733672352
779	6.73328564
780	6.733031539
781	6.73280498
782	6.732394359
783	6.731910176
784	6.73124125
785	6.730884648
786	6.730424202
787	6.730197678
788	6.729946292
789	6.729801589
790	6.729441474
791	6.72895012
792	6.7288
793	6.72847925
794	6.72810034
795	6.727881608
796	6.727745636
797	6.727579075
798	6.72727273
799	6.726890237
800	6.726641982
801	6.725964715
802	6.725501741
803	6.724971051
804	6.724441499
805	6.724397665
806	6.724090555
807	6.723813415
808	6.723503938
809	6.723056229
810	6.722655996
811	6.722636875
812	6.722425118
813	6.721723074
814	6.721327928
815	6.721008974
816	6.720700281
817	6.720458023
818	6.720129508
819	6.720107203
820	6.719929934
821	6.719561449
822	6.719341448
823	6.719047722
824	6.718773328
825	6.718463063
826	6.718000066
827	6.717661498
828	6.717327271
829	6.716949237
830	6.716477489
831	6.71627289
832	6.716028058
833	6.715672791
834	6.715372344
835	6.715083635
836	6.714760338
837	6.714399816
838	6.713972388
839	6.713758426
840	6.713461393
841	6.713293787
842	6.713032343
843	6.712765326
844	6.712483396
845	6.712238037
846	6.71194762
847	6.711661659
848	6.711483075
849	6.711056796
850	6.710319988
851	6.710079644
852	6.70986066
853	6.709601584
854	6.709409367
855	6.709181156
856	6.708940471
857	6.708554357
858	6.708290436
859	6.708044048
860	6.707730115
861	6.707395319
862	6.707083225
863	6.706720418
864	6.706236485
865	6.705934806
866	6.705651721
867	6.705445417
868	6.705203425
869	6.704923299
870	6.704595765
871	6.704405116
872	6.703916249
873	6.703253056
874	6.702752592
875	6.702425505
876	6.702279293
877	6.701849106
878	6.70167861
879	6.701336187
880	6.701108206
881	6.700361001
882	6.700064015
883	6.699538011
884	6.699278558
885	6.698882326
886	6.698571337
887	6.698299618
888	6.69801533
889	6.697777432
890	6.697536874
891	6.697276318
892	6.697045532
893	6.696776143
894	6.696487507
895	6.696163353
896	6.695938064
897	6.695773639
898	6.695538287
899	6.695229644
900	6.694603796
901	6.694390146
902	6.694148883
903	6.693721421
904	6.69336888
905	6.692957495
906	6.692789544
907	6.692542722
908	6.692196891
909	6.691869806
910	6.691643669
911	6.691409953
912	6.690898735
913	6.690577846
914	6.690456089
915	6.689982663
916	6.689680809
917	6.689434771
918	6.689136839
919	6.688912134
920	6.688701373
921	6.68838292
922	6.688013884
923	6.687669708
924	6.687247149
925	6.686960604
926	6.686740015
927	6.686490052
928	6.685844752
929	6.685567566
930	6.685314268
931	6.685093354
932	6.684845847
933	6.684545729
934	6.684362792
935	6.684041627
936	6.683750536
937	6.683529452
938	6.68321724
939	6.682846435
940	6.682516876
941	6.682306403
942	6.682059677
943	6.681877362
944	6.681676726
945	6.681463443
946	6.681224205
947	6.68101067
948	6.680790366
949	6.680592482
950	6.680353465
951	6.680050004
952	6.679771129
953	6.679409226
954	6.67890191
955	6.678674114
956	6.678334902
957	6.677705522
958	6.677509496
959	6.677267416
960	6.676917688
961	6.676639512
962	6.67638196
963	6.676125583
964	6.675735616
965	6.67541441
966	6.675158876
967	6.67495838
968	6.674691166
969	6.67449419
970	6.674224953
971	6.673975153
972	6.67365287
973	6.673393033
974	6.673181639
975	6.672970203
976	6.672744082
977	6.672353858
978	6.671993216
979	6.671819455
980	6.671351329
981	6.670933407
982	6.670620518
983	6.670308659
984	6.670173179
985	6.670031392
986	6.669838719
987	6.6695776
988	6.669420744
989	6.669193443
990	6.668972228
991	6.668815248
992	6.668188652
993	6.667884232
994	6.667534877
995	6.667216727
996	6.666997459
997	6.666271944
998	6.666007902
999	6.665812047
1000	6.665523306
1001	6.665191922
1002	6.665034985
1003	6.664773898
1004	6.66457594
1005	6.664392534
1006	6.663952692
1007	6.66367724
1008	6.663272646
1009	6.66307716
1010	6.66287819
1011	6.6626115
1012	6.662374018
1013	6.662055277
1014	6.661793622
1015	6.661531284
1016	6.661311333
1017	6.660980268
1018	6.660766309
1019	6.660544838
1020	6.660277595
1021	6.660046291
1022	6.659795705
1023	6.659502041
1024	6.659123925
1025	6.658805123
1026	6.658581835
1027	6.658192532
1028	6.657960426
1029	6.657717705
1030	6.657483319
1031	6.65725026
1032	6.657028167
1033	6.656844741
1034	6.656616096
1035	6.656436393
1036	6.656294506
1037	6.65601288
1038	6.65568267
1039	6.655444449
1040	6.655206512
1041	6.654971097
1042	6.654513048
1043	6.654063886
1044	6.653536054
1045	6.653249906
1046	6.652945188
1047	6.652569589
1048	6.65211026
1049	6.651744509
1050	6.651441278
1051	6.651233254
1052	6.650990061
1053	6.650670056
1054	6.650214505
1055	6.65004067
1056	6.649822086
1057	6.649503375
1058	6.649239272
1059	6.64905087
1060	6.648887413
1061	6.648565569
1062	6.648359227
1063	6.648197193
1064	6.647960771
1065	6.647588867
1066	6.647243008
1067	6.646883865
1068	6.646624999
1069	6.64636174
1070	6.646077247
1071	6.645781318
1072	6.645493745
1073	6.645203865
1074	6.64494317
1075	6.644487662
1076	6.643933444
1077	6.643582463
1078	6.643454295
1079	6.643191101
1080	6.64290593
1081	6.642485429
1082	6.64226205
1083	6.642053747
1084	6.64159934
1085	6.641370406
1086	6.641203376
1087	6.64085269
1088	6.640521085
1089	6.64021505
1090	6.639896807
1091	6.639745683
1092	6.639436932
1093	6.639242472
1094	6.638976781
1095	6.638758307
1096	6.638582719
1097	6.638402345
1098	6.638243038
1099	6.637953621
1100	6.637595822
1101	6.637178466
1102	6.636957513
1103	6.636773922
1104	6.636579085
1105	6.636329524
1106	6.636036438
1107	6.635840674
1108	6.635636396
1109	6.635440798
1110	6.634964308
1111	6.634785623
1112	6.634510353
1113	6.634210426
1114	6.633978422
1115	6.633683691
1116	6.633320886
1117	6.633165508
1118	6.632821969
1119	6.63249249
1120	6.632252024
1121	6.63190028
1122	6.63151885
1123	6.631235492
1124	6.630977897
1125	6.630759456
1126	6.630535169
1127	6.630347747
1128	6.630137347
1129	6.629874419
1130	6.629607449
1131	6.629350277
1132	6.629138598
1133	6.628798054
1134	6.628494392
1135	6.628025238
1136	6.62782834
1137	6.627647931
1138	6.627428264
1139	6.627136185
1140	6.626768657
1141	6.626454645
1142	6.626302895
1143	6.626037447
1144	6.625761654
1145	6.625331165
1146	6.625104637
1147	6.624887727
1148	6.624513807
1149	6.624278556
1150	6.624007993
1151	6.623647599
1152	6.62343839
1153	6.623256904
1154	6.622979577
1155	6.622665634
1156	6.622431174
1157	6.622126286
1158	6.621863096
1159	6.621650146
1160	6.621473948
1161	6.621229536
1162	6.620931909
1163	6.620728503
1164	6.620511625
1165	6.620219536
1166	6.619977675
1167	6.619693905
1168	6.61938127
1169	6.619016792
1170	6.618548359
1171	6.618289291
1172	6.618038695
1173	6.617838973
1174	6.617651558
1175	6.617465791
1176	6.617199296
1177	6.616950607
1178	6.616691113
1179	6.616550289
1180	6.616377355
1181	6.616028705
1182	6.615705416
1183	6.615348856
1184	6.615119506
1185	6.614822216
1186	6.614562887
1187	6.614410338
1188	6.614148322
1189	6.613960252
1190	6.613756771
1191	6.613545295
1192	6.613274261
1193	6.613059018
1194	6.612862993
1195	6.612626144
1196	6.612338423
1197	6.612109612
1198	6.611848937
1199	6.611586598
1200	6.611323895
1201	6.611148709
1202	6.610990593
1203	6.610786137
1204	6.610596792
1205	6.610312965
1206	6.610156681
1207	6.609920131
1208	6.609685417
1209	6.609487271
1210	6.609301885
1211	6.609057182
1212	6.608782983
1213	6.60848973
1214	6.608301945
1215	6.608099003
1216	6.607912547
1217	6.607744645
1218	6.607403514
1219	6.607172086
1220	6.60691786
1221	6.606631343
1222	6.606422053
1223	6.606147027
1224	6.60595986
1225	6.605518989
1226	6.605196419
1227	6.604988475
1228	6.60477968
1229	6.604260802
1230	6.604073215
1231	6.603806345
1232	6.60351184
1233	6.603100805
1234	6.602801172
1235	6.602653354
1236	6.602249494
1237	6.602058404
1238	6.601889944
1239	6.601702894
1240	6.601472543
1241	6.601260549
1242	6.600937603
1243	6.60072798
1244	6.600453312
1245	6.600154512
1246	6.599748036
1247	6.599389894
1248	6.599219658
1249	6.598925949
1250	6.598696722
1251	6.598548424
1252	6.598366195
1253	6.598175988
1254	6.597891974
1255	6.59769686
1256	6.597424843
1257	6.597232631
1258	6.59704919
1259	6.596660645
1260	6.596474686
1261	6.596201544
1262	6.595916179
1263	6.595597367
1264	6.595338712
1265	6.595077335
1266	6.594849504
1267	6.594564342
1268	6.59441209
1269	6.594161449
1270	6.593951952
1271	6.593677223
1272	6.59337969
1273	6.593006969
1274	6.592591875
1275	6.592263566
1276	6.592051313
1277	6.591775489
1278	6.591558875
1279	6.591327709
1280	6.59103812
1281	6.590844296
1282	6.590415896
1283	6.590120309
1284	6.589909343
1285	6.589605561
1286	6.58942408
1287	6.589175105
1288	6.58892289
1289	6.588654123
1290	6.588382011
1291	6.588080464
1292	6.587588454
1293	6.587444244
1294	6.587167257
1295	6.58689241
1296	6.586625593
1297	6.586404668
1298	6.586021929
1299	6.585690214
1300	6.585461575
1301	6.585150676
1302	6.585046374
1303	6.584806594
1304	6.584477196
1305	6.584258805
1306	6.584075418
1307	6.583668164
1308	6.583392989
1309	6.582975744
1310	6.582755817
1311	6.582606519
1312	6.582335149
1313	6.582126534
1314	6.581881866
1315	6.581711907
1316	6.581444279
1317	6.581190169
1318	6.580953576
1319	6.580701776
1320	6.580508811
1321	6.580315029
1322	6.580046867
1323	6.579858716
1324	6.579596246
1325	6.579460093
1326	6.579239899
1327	6.579029747
1328	6.578699681
1329	6.57852916
1330	6.57833371
1331	6.578149057
1332	6.577951497
1333	6.577631162
1334	6.577406971
1335	6.577183548
1336	6.576968758
1337	6.576726525
1338	6.576553843
1339	6.576352052
1340	6.576128898
1341	6.575848962
1342	6.575558688
1343	6.575286288
1344	6.575182808
1345	6.574916861
1346	6.574669344
1347	6.574411401
1348	6.574101202
1349	6.573834728
1350	6.573601691
1351	6.573337272
1352	6.57307585
1353	6.572832422
1354	6.572570253
1355	6.572291244
1356	6.572063092
1357	6.571798523
1358	6.571588911
1359	6.571376455
1360	6.571108716
1361	6.570946757
1362	6.570783163
1363	6.570518763
1364	6.570259717
1365	6.570047219
1366	6.56980438
1367	6.569527328
1368	6.569293232
1369	6.569092594
1370	6.568909369
1371	6.568757699
1372	6.568551751
1373	6.568347048
1374	6.568219354
1375	6.567938477
1376	6.567793528
1377	6.567525768
1378	6.567135729
1379	6.566866631
1380	6.566418647
1381	6.566235867
1382	6.56596588
1383	6.565778341
1384	6.565539468
1385	6.565378931
1386	6.56517099
1387	6.564942747
1388	6.564742171
1389	6.564592604
1390	6.564447668
1391	6.564124346
1392	6.563966869
1393	6.563582665
1394	6.563309971
1395	6.563203237
1396	6.563060181
1397	6.562629908
1398	6.562439842
1399	6.562162451
1400	6.561948411
1401	6.561695255
1402	6.561491877
1403	6.561267634
1404	6.561020517
1405	6.560844039
1406	6.560608702
1407	6.560312083
1408	6.560111567
1409	6.55983794
1410	6.559676027
1411	6.559419901
1412	6.559272151
1413	6.559043052
1414	6.558884268
1415	6.558636512
1416	6.558395944
1417	6.558167405
1418	6.557952439
1419	6.557698713
1420	6.557567817
1421	6.557420649
1422	6.557200544
1423	6.556956903
1424	6.556701423
1425	6.55649423
1426	6.556209091
1427	6.555943869
1428	6.555745786
1429	6.55553313
1430	6.55532269
1431	6.555100785
1432	6.554942165
1433	6.554755399
1434	6.55462116
1435	6.554511251
1436	6.554300772
1437	6.554103127
1438	6.553925784
1439	6.553785656
1440	6.553509797
1441	6.553380972
1442	6.55306252
1443	6.552884476
1444	6.55275144
1445	6.552591971
1446	6.552416573
1447	6.55227672
1448	6.551902942
1449	6.551760898
1450	6.551580656
1451	6.551325108
1452	6.551240757
1453	6.550925393
1454	6.550779575
1455	6.550518029
1456	6.550263267
1457	6.550026727
1458	6.549726256
1459	6.549483704
1460	6.549345432
1461	6.549198563
1462	6.549044285
1463	6.548826336
1464	6.548665304
1465	6.54849966
1466	6.548346959
1467	6.547897001
1468	6.547670981
1469	6.54750261
1470	6.54734566
1471	6.547019861
1472	6.546818618
1473	6.546518166
1474	6.546246391
1475	6.546085703
1476	6.545670456
1477	6.54542252
1478	6.545205713
1479	6.54502989
1480	6.544647818
1481	6.544383337
1482	6.544171982
1483	6.543936855
1484	6.543715464
1485	6.543509225
1486	6.543303203
1487	6.543054665
1488	6.542752725
1489	6.542437904
1490	6.542167056
1491	6.542019577
1492	6.54174632
1493	6.541596823
1494	6.541323691
1495	6.541215718
1496	6.541042405
1497	6.54068486
1498	6.540519519
1499	6.540354796
1500	6.540216405
1501	6.540013359
1502	6.539872228
1503	6.539653538
1504	6.539432521
1505	6.539211861
1506	6.538914526
1507	6.538722277
1508	6.538505453
1509	6.538254274
1510	6.538028842
1511	6.537857394
1512	6.537601217
1513	6.537370021
1514	6.537157604
1515	6.536935266
1516	6.536751503
1517	6.536500231
1518	6.536256451
1519	6.53601069
1520	6.535913856
1521	6.535710081
1522	6.535451098
1523	6.535296589
1524	6.535069576
1525	6.534804256
1526	6.534586838
1527	6.534281913
1528	6.534042003
1529	6.533827949
1530	6.533693145
1531	6.533529354
1532	6.533372561
1533	6.533118254
1534	6.532918738
1535	6.532775518
1536	6.532493316
1537	6.532226575
1538	6.532068837
1539	6.531849153
1540	6.531648814
1541	6.531539851
1542	6.531315679
1543	6.531166534
1544	6.530960402
1545	6.530833574
1546	6.530625852
1547	6.530397181
1548	6.530167927
1549	6.529944321
1550	6.529811796
1551	6.529754301
1552	6.52948546
1553	6.529342678
1554	6.529193546
1555	6.528984609
1556	6.528907371
1557	6.528866138
1558	6.528717183
1559	6.528513012
1560	6.528376398
1561	6.528111006
1562	6.528034895
1563	6.527822857
1564	6.527526579
1565	6.527294287
1566	6.527083676
1567	6.526946963
1568	6.526585295
1569	6.52639054
1570	6.526233697
1571	6.526066755
1572	6.525890542
1573	6.525696065
1574	6.525509355
1575	6.525246217
1576	6.525070857
1577	6.525025354
1578	6.524873371
1579	6.524636236
1580	6.524473099
1581	6.524306445
1582	6.524042791
1583	6.523884657
1584	6.523786487
1585	6.523650132
1586	6.52338011
1587	6.523174162
1588	6.522988161
1589	6.522827427
1590	6.522574532
1591	6.522394593
1592	6.522183635
1593	6.522010181
1594	6.521832043
1595	6.521802122
1596	6.521685698
1597	6.521412179
1598	6.521195656
1599	6.52100218
1600	6.520780146
1601	6.520551921
1602	6.52028354
1603	6.520151278
1604	6.520016911
1605	6.519887293
1606	6.51969703
1607	6.519557488
1608	6.519307226
1609	6.519157264
1610	6.518886979
1611	6.518799418
1612	6.518782239
1613	6.518656727
1614	6.518575568
1615	6.518445246
1616	6.518320016
1617	6.518093425
1618	6.517834028
1619	6.517626268
1620	6.517374945
1621	6.517189348
1622	6.517011756
1623	6.516864962
1624	6.516698263
1625	6.516499109
1626	6.51627262
1627	6.516131279
1628	6.516006631
1629	6.515928047
1630	6.515716905
1631	6.51557952
1632	6.515375276
1633	6.515351202
1634	6.515113808
1635	6.51496509
1636	6.514678791
1637	6.51441354
1638	6.514218021
1639	6.514089461
1640	6.513874148
1641	6.513680966
1642	6.513445237
1643	6.513261145
1644	6.513093543
1645	6.512837049
1646	6.512628733
1647	6.512534238
1648	6.512387229
1649	6.512205343
1650	6.512001779
1651	6.511830304
1652	6.511635534
1653	6.511489496
1654	6.511333323
1655	6.511133817
1656	6.510882749
1657	6.510719479
1658	6.51057868
1659	6.51039757
1660	6.510204283
1661	6.510060533
1662	6.509884406
1663	6.509688202
1664	6.509523791
